"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value","Value_type","Numerator","Denominator","Upper 95%","Lower 95%"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","44.2","%","152456","344750","48.6","39.8"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","70.9","%","1916895","2703059","72.4","69.4"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","91","%","656258","720882","93.4","88.7"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","80.3","%","98503","122724","88.2","72.3"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","65.1","%","64407","98988","74.8","55.4"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","72","%","58415","81110","82.7","61.4"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","86.8","%","132388","152576","92.6","80.9"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","58.6","%","70681","120602","68","49.2"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","83.3","%","1083175","1300408","85.5","81"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","73.7","%","479918","651568","77.2","70.1"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","68.9","%","92842","134836.5","77.1","60.6"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","46.8","%","55887","119433.5","55.9","37.7"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","44","%","35767","81368","54.9","33.1"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","56","%","81686","145769","64.3","47.8"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","23.3","%","30134","129094","30.7","16"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","61.5","%","776234","1262912","64.2","58.7"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.8","%","1136176","1372450","85","80.6"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","74.3","%","191345","257560.5","80.1","68.5"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","55.1","%","120294","218421.5","61.8","48.3"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","58","%","94182","162478","65.9","50"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","71.8","%","214074","298345","77.2","66.4"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","40.4","%","100815","249696","46.7","34.1"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","72.5","%","1859409","2563320","74.4","70.7"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","91","%","676575","743170","93.4","88.7"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","81.7","%","99782.5","122070","89.3","74.2"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","69.1","%","70809.5","102423","79","59.2"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","79.4","%","61540","77467","89.4","69.5"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","86.5","%","126364","146055","92.9","80.2"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","59.7","%","76791","128680","69.7","49.7"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","84.2","%","1115334","1324109","86.5","82"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","78.2","%","545323","697739","81.4","74.9"
"% of individuals in employment","Asian","ONS 5+1","2021","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","68.3","%","86960","127298.5","77.1","59.5"
