"Measure_Type","Employment_type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","Value_type","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","London","All","11","%","4.7","15900","144300","430"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","London","All","88.6","%","4.7","127900","144300","430"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","London","Men","10.3","%","5.7","9900","96400","272"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","London","Men","89.2","%","5.8","86000","96400","272"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","London","Women","12.5","%","8.2","6000","47900","158"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","London","Women","87.5","%","8.2","41900","47900","158"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","North West","All","10.2","%","6","4300","42100","244"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","North West","All","89.8","%","6","37800","42100","244"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","North West","Men","12","%","8.1","3300","27800","155"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","North West","Men","88","%","8.1","24400","27800","155"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","South East","All","9.6","%","7.2","2900","30700","162"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","South East","All","89.2","%","7.6","27400","30700","162"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","South East","Men","9.1","%","8.6","1800","20100","106"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","South East","Men","89","%","9.4","17900","20100","106"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","West Midlands","All","13.4","%","7.7","7200","54200","186"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","West Midlands","All","86.3","%","7.8","46800","54200","186"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","West Midlands","Men","9.3","%","8.5","3200","34000","112"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","West Midlands","Men","90.1","%","8.7","30600","34000","112"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Yorkshire and The Humber","All","8.3","%","6.7","3800","46200","164"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Yorkshire and The Humber","All","90.6","%","7.1","41900","46200","164"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2012","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2012","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","All","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","All","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","All","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","All","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","All","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","All","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","London","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","London","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","London","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","London","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","London","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","London","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","North West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","North West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","South East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","South East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","South East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","South East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","West Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","West Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","West Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","West Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","All","All","5.9","%","0.2","1245700","21233100","103560"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","All","All","94.1","%","0.2","19975800","21233100","103560"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","All","Men","5.4","%","0.3","572000","10690200","49549"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","All","Men","94.6","%","0.3","10112800","10690200","49549"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","All","Women","6.4","%","0.3","673700","10542900","54011"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","All","Women","93.6","%","0.3","9863100","10542900","54011"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","East Midlands","All","6.2","%","1","101400","1641700","5225"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","East Midlands","All","93.8","%","1","1540100","1641700","5225"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","East Midlands","Men","6","%","1.5","49900","831800","2557"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","East Midlands","Men","94","%","1.5","781600","831800","2557"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","East Midlands","Women","6.4","%","1.5","51500","809900","2668"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","East Midlands","Women","93.6","%","1.5","758500","809900","2668"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","East of England","All","5.8","%","0.9","125000","2140600","6752"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","East of England","All","94.1","%","0.9","2014700","2140600","6752"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","East of England","Men","5.2","%","1.2","56100","1079300","3283"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","East of England","Men","94.8","%","1.2","1022800","1079300","3283"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","East of England","Women","6.5","%","1.3","69000","1061300","3469"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","East of England","Women","93.5","%","1.3","991900","1061300","3469"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","London","All","5.9","%","0.9","122100","2057000","6331"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","London","All","93.9","%","0.9","1932400","2057000","6331"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","London","Men","4.8","%","1.2","51100","1061700","3057"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","London","Men","95.1","%","1.2","1009500","1061700","3057"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","London","Women","7.1","%","1.4","71000","995300","3274"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","London","Women","92.7","%","1.4","922800","995300","3274"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","North East","All","7.3","%","1","68600","938100","6970"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","North East","All","92.7","%","1","869500","938100","6970"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","North East","Men","7.8","%","1.5","36300","464600","3255"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","North East","Men","92.2","%","1.5","428300","464600","3255"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","North East","Women","6.8","%","1.3","32300","473500","3715"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","North East","Women","93.2","%","1.3","441200","473500","3715"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","North West","All","5.4","%","0.6","134900","2515700","12836"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","North West","All","94.6","%","0.6","2380500","2515700","12836"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","North West","Men","4.7","%","0.9","58100","1231900","5940"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","North West","Men","95.3","%","0.9","1173800","1231900","5940"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","North West","Women","6","%","0.9","76700","1283800","6896"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","North West","Women","94","%","0.9","1206700","1283800","6896"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Scotland","All","5.7","%","0.6","116100","2049900","15507"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Scotland","All","94.3","%","0.6","1932400","2049900","15507"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Scotland","Men","5.2","%","0.8","52400","1008400","7340"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Scotland","Men","94.8","%","0.8","955500","1008400","7340"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Scotland","Women","6.1","%","0.8","63600","1041500","8167"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Scotland","Women","93.8","%","0.8","976900","1041500","8167"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","South East","All","5.8","%","0.6","185000","3173800","12814"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","South East","All","94.1","%","0.6","2987200","3173800","12814"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","South East","Men","5","%","0.8","80900","1626500","6347"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","South East","Men","95","%","0.8","1545200","1626500","6347"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","South East","Women","6.7","%","1","104000","1547200","6467"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","South East","Women","93.2","%","1","1442000","1547200","6467"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","South West","All","5.9","%","0.8","113900","1943900","8618"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","South West","All","94.1","%","0.8","1829500","1943900","8618"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","South West","Men","5.1","%","1.1","50200","980200","4137"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","South West","Men","94.8","%","1.1","929600","980200","4137"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","South West","Women","6.6","%","1.1","63700","963700","4481"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","South West","Women","93.4","%","1.2","899900","963700","4481"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Wales","All","6.5","%","0.7","69400","1075200","11802"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Wales","All","93.5","%","0.7","1005100","1075200","11802"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Wales","Men","6.2","%","1","32800","531600","5526"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Wales","Men","93.8","%","1","498600","531600","5526"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Wales","Women","6.7","%","1","36600","543600","6276"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Wales","Women","93.2","%","1","506500","543600","6276"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","West Midlands","All","5.2","%","0.8","94700","1810900","7703"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","West Midlands","All","94.7","%","0.8","1714400","1810900","7703"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","West Midlands","Men","4.9","%","1.1","45100","920100","3761"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","West Midlands","Men","95","%","1.1","874300","920100","3761"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","West Midlands","Women","5.6","%","1.1","49600","890800","3942"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","West Midlands","Women","94.3","%","1.1","840100","890800","3942"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","All","6.1","%","0.8","114600","1886300","9002"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","All","93.8","%","0.8","1770200","1886300","9002"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Men","6.2","%","1.1","59000","954000","4346"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Men","93.7","%","1.1","893600","954000","4346"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Women","6","%","1.1","55600","932200","4656"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2012","Year","Yorkshire and The Humber","Women","94","%","1.1","876600","932200","4656"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","All","All","5.7","%","0.2","1122000","19798300","97819"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","All","All","94.3","%","0.2","18667800","19798300","97819"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","All","Men","5.1","%","0.3","512800","9979500","46858"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","All","Men","94.8","%","0.3","9462000","9979500","46858"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","All","Women","6.2","%","0.3","609200","9818800","50961"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","All","Women","93.8","%","0.3","9205700","9818800","50961"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","East Midlands","All","5.8","%","1","89900","1558000","4947"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","East Midlands","All","94.2","%","1","1468100","1558000","4947"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","East Midlands","Men","5.3","%","1.4","42200","790700","2427"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","East Midlands","Men","94.7","%","1.4","748500","790700","2427"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","East Midlands","Women","6.2","%","1.5","47700","767300","2520"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","East Midlands","Women","93.8","%","1.5","719600","767300","2520"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","East of England","All","5.7","%","0.9","112500","1985100","6256"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","East of England","All","94.3","%","0.9","1871800","1985100","6256"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","East of England","Men","5","%","1.2","49500","999700","3049"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","East of England","Men","95","%","1.2","949800","999700","3049"
