"Measure_Type","Employment_type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","Value_type","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","East Midlands","Women","95.1","%","1.5","734000","771600","2089"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","East of England","All","3.1","%","0.7","62900","2018300","5444"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","East of England","All","96.8","%","0.7","1954700","2018300","5444"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","East of England","Men","2.9","%","1","29500","1017200","2620"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","East of England","Men","97.1","%","1","987700","1017200","2620"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","East of England","Women","3.3","%","1","33400","1001100","2824"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","East of England","Women","96.6","%","1.1","966900","1001100","2824"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","London","All","5.1","%","1.1","82800","1629400","3925"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","London","All","94.7","%","1.1","1543400","1629400","3925"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","London","Men","3.8","%","1.3","33000","858100","1953"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","London","Men","95.9","%","1.4","823200","858100","1953"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","London","Women","6.5","%","1.7","49800","771300","1972"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","London","Women","93.4","%","1.7","720200","771300","1972"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","North East","All","5.5","%","0.9","52700","962100","6194"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","North East","All","94.4","%","0.9","907900","962100","6194"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","North East","Men","5.4","%","1.3","25700","474900","2917"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","North East","Men","94.5","%","1.3","448800","474900","2917"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","North East","Women","5.6","%","1.2","27100","487100","3277"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","North East","Women","94.3","%","1.3","459200","487100","3277"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","North West","All","4.9","%","0.6","120700","2485500","11092"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","North West","All","95.1","%","0.6","2363200","2485500","11092"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","North West","Men","4.9","%","0.9","60800","1237500","5255"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","North West","Men","95","%","0.9","1175800","1237500","5255"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","North West","Women","4.8","%","0.9","59800","1248100","5837"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","North West","Women","95.1","%","0.9","1187400","1248100","5837"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Scotland","All","4.8","%","0.6","96400","2008300","12116"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Scotland","All","95.2","%","0.6","1911300","2008300","12116"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Scotland","Men","4.6","%","0.9","45200","990100","5730"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Scotland","Men","95.4","%","0.9","944700","990100","5730"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Scotland","Women","5","%","0.8","51100","1018200","6386"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Scotland","Women","94.9","%","0.8","966600","1018200","6386"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","South East","All","4.8","%","0.7","146800","3027800","9476"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","South East","All","95.1","%","0.7","2880200","3027800","9476"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","South East","Men","4.4","%","0.9","66600","1528200","4638"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","South East","Men","95.6","%","0.9","1461400","1528200","4638"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","South East","Women","5.3","%","1","80100","1499500","4838"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","South East","Women","94.6","%","1","1418800","1499500","4838"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","South West","All","5.3","%","0.8","103700","1939900","7714"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","South West","All","94.6","%","0.8","1834700","1939900","7714"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","South West","Men","4.6","%","1.1","44300","963700","3650"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","South West","Men","95.3","%","1.1","918500","963700","3650"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","South West","Women","6.1","%","1.2","59400","976200","4064"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","South West","Women","93.9","%","1.2","916200","976200","4064"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Wales","All","6.5","%","0.8","72400","1114300","10170"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Wales","All","93.4","%","0.8","1041100","1114300","10170"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Wales","Men","5.7","%","1","31600","551600","4798"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Wales","Men","94.2","%","1","519600","551600","4798"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Wales","Women","7.2","%","1.1","40700","562700","5372"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Wales","Women","92.7","%","1.1","521400","562700","5372"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","West Midlands","All","3.9","%","0.7","69900","1774300","6562"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","West Midlands","All","96","%","0.7","1703300","1774300","6562"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","West Midlands","Men","3.8","%","1.1","34400","898500","3159"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","West Midlands","Men","96.1","%","1.1","863100","898500","3159"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","West Midlands","Women","4","%","1","35500","875900","3403"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","West Midlands","Women","95.9","%","1","840200","875900","3403"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Yorkshire and The Humber","All","4.8","%","0.8","89800","1856300","7307"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Yorkshire and The Humber","All","95.1","%","0.8","1765600","1856300","7307"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Yorkshire and The Humber","Men","4.6","%","1.1","42900","935000","3491"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Yorkshire and The Humber","Men","95.3","%","1.1","891300","935000","3491"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","Yorkshire and The Humber","Women","5.1","%","1.1","46900","921300","3816"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","Yorkshire and The Humber","Women","94.9","%","1.1","874300","921300","3816"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","All","All","7.7","%","1","157400","2057600","6808"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","All","All","92.3","%","1","1898800","2057600","6808"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","All","Men","8","%","1.5","82100","1026100","3199"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","All","Men","92","%","1.5","943700","1026100","3199"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","All","Women","7.3","%","1.3","75300","1031500","3609"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","All","Women","92.6","%","1.4","955100","1031500","3609"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","East Midlands","All","12.9","%","5.1","19300","149300","415"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","East Midlands","All","87.1","%","5.1","130000","149300","415"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","East Midlands","Men","13.1","%","7.1","10500","80500","219"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","East Midlands","Men","86.9","%","7.1","69900","80500","219"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","East Midlands","Women","12.7","%","7.4","8700","68800","196"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","East Midlands","Women","87.3","%","7.4","60100","68800","196"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","East of England","All","8.3","%","3.3","18300","220100","684"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","East of England","All","91.6","%","3.3","201700","220100","684"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","East of England","Men","7.5","%","4.6","8000","107300","312"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","East of England","Men","92.5","%","4.6","99200","107300","312"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","East of England","Women","9.1","%","4.6","10300","112900","372"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","East of England","Women","90.8","%","4.6","102400","112900","372"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","London","All","6.1","%","1.9","40800","665700","1476"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","London","All","93.7","%","2","624100","665700","1476"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","London","Men","6.8","%","3","22800","334200","669"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","London","Men","93.2","%","3","311500","334200","669"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","London","Women","5.4","%","2.5","18000","331500","807"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","London","Women","94.3","%","2.5","312600","331500","807"
"Permanent and temporary employment","Temporary","White Other","Detailed","2018","Year","North East","All","6.1","%","5.6","1700","27300","174"
"Permanent and temporary employment","Permanent","White Other","Detailed","2018","Year","North East","All","93.9","%","5.6","25700","27300","174"
