"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value_type","Value","Numerator","Denominator","Lower 95%","Upper 95%"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","9.6","25850","270621","6.8","12.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","11.5","33355","289351","8.6","14.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","9.9","209156","2109373","8.9","10.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","8.5","80198","946981","7.1","9.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","9.7","24518","252462","6.9","12.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","11.7","30443","260139","8.7","14.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","12.4","23211","187689","8.8","15.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","7.5","18651","247481","5","10"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","5.2","16715","318583","3.5","7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","8.7","194039","2223044","7.8","9.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","7.8","143443","1837949","6.8","8.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","10.3","48890","475638","8.1","12.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","12.6","64264","508625","10.4","14.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","13.9","50689","364643","11.1","16.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","8.6","44501","518102","6.7","10.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","8.2","50070","607934","6.6","9.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","9.3","403195","4332417","8.6","10"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","7.1","66409","929911","5.8","8.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","12.5","27988.5","224035.5","8.9","16.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","15","37064.5","247093.5","11.4","18.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","16.8","32124","190688","12.4","21.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","10.6","29641","280743","7.7","13.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","11.5","32359","280591","8.6","14.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","10.4","225586","2160697","9.4","11.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","7.4","72279","974165","6.1","8.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","10.9","28810","263732.5","8","13.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","12.2","33546","273913.5","9.3","15.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","13.3","26364","198421","9.6","17"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","6.8","16475","242280","4.4","9.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","5.3","16694","313884","3.5","7.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","8.5","194168","2273793","7.7","9.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","7.3","138688","1904076","6.4","8.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","11.6","56798.5","487768","9.4","13.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","13.6","70610.5","521007","11.2","15.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","15","58488","389109","12.2","17.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","8.8","46116","523023","6.9","10.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","8.3","49053","594475","6.6","9.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","9.5","419754","4434490","8.8","10.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.7","45954","973793","3.6","5.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8.3","20245.5","243603","5.5","11.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","11.1","28098.5","253835","8","14.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","17","32876","193832","12.6","21.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","7.8","23031","293543","5.4","10.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","9.9","25836","260035","7.1","12.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","7.9","176820","2227450","7","8.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","6.1","61606","1013101","4.9","7.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8","23353","291920.5","5.5","10.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.5","21116","283125.5","5.1","9.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8.7","17597","203127","5.7","11.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","6.3","16011","255060","4","8.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","4.3","13179","303917","2.6","6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.5","153100","2357496","5.7","7.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","5.4","107560","1986894","4.6","6.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8.1","43598.5","535523.5","6.3","10"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","9.2","49214.5","536960.5","7.2","11.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","12.7","50473","396959","10.1","15.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","7.1","39042","548603","5.4","8.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","6.9","39015","563952","5.3","8.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","7.2","329920","4584946","6.6","7.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.6","47388","1035062","3.5","5.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","10.2","24786","243213.5","7","13.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","12","28424","237141.5","8.6","15.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","13.4","25813","192079","9.4","17.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","5.8","17633","306145","3.6","7.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","7.3","19189","263613","4.8","9.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","7.2","163639","2285172","6.3","8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","5.5","59842","1089923","4.4","6.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.4","18232","282963","4.1","8.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7","18675","267184","4.6","9.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","9","18193","203119","5.9","12.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","5.7","15951","279541","3.6","7.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","3.9","12353","315218","2.3","5.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.9","143246","2448481","5.1","6.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","5","107230","2124985","4.3","5.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8.2","43018","526176.5","6.3","10.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","9.3","47099","504325.5","7.3","11.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","11.1","44006","395198","8.6","13.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","5.7","33584","585686","4.2","7.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","5.4","31542","578831","4","6.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.5","306885","4733653","5.9","7.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.6","52439","1139972","3.5","5.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","7.1","17455","247341","4.3","9.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","11","28179","256778","7.7","14.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","9.8","19094","194933","6.2","13.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","6","19511","323286","3.8","8.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","5.1","13578","264148","2.9","7.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.2","150785","2436089","5.4","7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.7","55829","1182450","3.7","5.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.2","15436","298012","3.1","7.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.5","21867","293014","5","10"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","9.4","19763","209666","6.2","12.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","4","11280","280487","2.2","5.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","2.6","7836","295749","1.2","4.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.2","132126","2565254","4.4","5.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.7","108268","2322422","3.9","5.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6","32891","545353","4.3","7.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","9.1","50046","549792","7.1","11.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","9.6","38857","404599","7.2","12"
